mask,covid
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-1.25
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
0.0,-0.75
